Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
Marvin Bagley III,25,WAS,C,19,1,166,20,0.573,0.141,0.324,16.6,18.5,17.5,7.2,2,2.7,11.9,23.1,0.2,0.1,0.3,0.086,1,-2.1,-1,0,2,3.7,0.535,0.1,0.5,0.2,1.9,3.2,0.59,0.549,0.8,1.2,0.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,baglema01
Jalen Pickett,25,DEN,SG,20,0,164,11.2,0.549,0.522,0.022,2.8,8.3,5.7,22.5,1.2,0.5,13.1,13.8,0.2,0.1,0.3,0.082,-0.9,-1.3,-2.2,0,1,2.3,0.435,0.5,1.2,0.417,0.5,1.1,0.455,0.543,0.1,0.1,1,0.2,0.7,0.9,1.5,0.2,0.1,0.4,0.5,2.6,pickeja02
Kobe Brown,25,LAC,PF,20,0,159,13.5,0.543,0.34,0.085,10.6,20.8,15.7,12.7,0.9,1.3,11,14.9,0.2,0.2,0.4,0.124,-0.7,0.1,-0.6,0.1,1.2,2.4,0.489,0.2,0.8,0.25,1,1.6,0.613,0.532,0.2,0.2,0.75,0.8,1.5,2.3,0.7,0.2,0.1,0.3,0.7,2.7,brownko01
Jevon Carter,29,CHI,PG,23,0,150,13.8,0.567,0.716,0.119,1.4,12.3,6.9,14.2,1.9,0.6,9,21.6,0.1,0.1,0.2,0.061,0,-1.4,-1.4,0,1.2,2.9,0.418,0.8,2.1,0.375,0.4,0.8,0.526,0.552,0.3,0.3,0.75,0.1,0.8,0.9,0.7,0.3,0,0.3,0.3,3.5,carteje01
Josh Richardson,31,MIA,SG,8,0,150,4.4,0.402,0.579,0.105,4.4,4.3,4.4,10.7,2.6,0.6,16.8,14.1,-0.2,0.1,-0.1,-0.025,-7.3,0.3,-6.9,-0.2,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2,0.313,0.368,0.5,0.5,1,0.8,0.8,1.5,1.5,1,0.1,1,2.1,4,richajo01
Ariel Hukporti,22,NYK,C,19,0,149,9.5,0.684,0,0.55,5.5,21.1,13.4,6.6,0,7.5,30.7,10.4,0,0.2,0.2,0.059,-4.5,1.3,-3.3,0,0.7,1.1,0.7,0,0,,0.7,1.1,0.7,0.7,0.3,0.6,0.545,0.4,1.5,1.8,0.4,0,0.6,0.6,1,1.8,hukpoar01
Quinten Post,24,GSW,PF,11,3,148,15,0.575,0.635,0.111,6.2,19.1,12.5,18.4,0.7,1.9,9.6,20.8,0.2,0.2,0.4,0.13,0.8,0.4,1.1,0.1,2.5,5.7,0.429,1.4,3.6,0.375,1.1,2.1,0.522,0.548,0.6,0.6,1,0.8,2.4,3.2,1.6,0.2,0.3,0.6,2,6.9,postqu01
Bruno Fernando,26,TOR,C,17,2,147,15.5,0.552,0,0.163,15.7,22.5,19.1,17.6,1.3,5.9,21,19.1,0.1,0.2,0.2,0.078,-2.6,1.9,-0.7,0,1.5,2.9,0.531,0,0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3,1.1,0.2,0.5,0.8,1.6,3.4,fernabr01
Tyler Kolek,23,NYK,PG,28,0,146,11.1,0.534,0.596,0.128,1.6,10,5.9,19.1,2.4,0.6,15.3,17.4,0.1,0.1,0.2,0.069,-2.5,0,-2.5,0,0.6,1.7,0.383,0.4,1,0.393,0.3,0.7,0.368,0.5,0.2,0.2,1,0.1,0.5,0.5,0.8,0.3,0,0.3,0.4,1.9,kolekty01
Jeff Green,38,HOU,PF,14,2,145,11.3,0.663,0.615,0.231,1.4,12.1,6.6,2.9,1,0.6,8.5,13.3,0.2,0.2,0.4,0.132,-2.2,-0.5,-2.8,0,1.5,2.8,0.538,0.6,1.7,0.333,0.9,1.1,0.867,0.641,0.5,0.6,0.778,0.1,1.1,1.3,0.2,0.2,0.1,0.3,1,4.1,greenje02
Elfrid Payton,30,NOP,PG,7,3,144,14.8,0.501,0.022,0.043,3.6,14.8,9,49.3,3.4,1.9,29.9,19.6,-0.1,0.1,0,0.011,-2.2,0.2,-2.1,0,3.3,6.6,0.5,0,0.1,0,3.3,6.4,0.511,0.5,0.1,0.3,0.5,0.7,2.7,3.4,6.9,1.4,0.4,2.9,1.4,6.7,paytoel01
Jaden Springer,22,BOS,SG,26,0,141,12,0.52,0.559,0.618,3.1,15.4,9.2,9.2,4.2,0.6,8.5,14.6,0.1,0.3,0.4,0.131,-4.3,3.8,-0.4,0.1,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0,0.2,0.7,1.7,sprinja01
Enrique Freeman,24,IND,PF,19,1,139,6.1,0.521,0.24,0.52,4.9,10.3,7.6,7.1,0.7,1.3,14,11.1,0,0.1,0.1,0.027,-5.2,-1.6,-6.7,-0.2,0.6,1.3,0.48,0.1,0.3,0.167,0.6,1,0.579,0.5,0.4,0.7,0.538,0.3,0.7,1,0.4,0.1,0.1,0.3,0.9,1.7,freemen01
Devin Carter,22,SAC,PG,14,0,139,8.5,0.416,0.519,0.259,4.7,23.7,14.2,15.8,0.7,2.1,10.4,20.6,-0.2,0.1,0,-0.007,-4.6,-1.3,-5.9,-0.1,1.1,3.9,0.296,0.5,2,0.25,0.6,1.9,0.346,0.361,0.8,1,0.786,0.4,2.1,2.6,1.2,0.1,0.2,0.5,1,3.6,cartede02
Richaun Holmes,31,WAS,PF,12,0,138,16.1,0.605,0.059,0.324,12.6,23.7,18,9.6,0.7,4,11.4,13.2,0.3,0.1,0.3,0.118,-1,-0.1,-1,0,1.6,2.8,0.559,0,0.2,0,1.6,2.7,0.594,0.559,0.8,0.9,0.818,1.4,2.6,4,0.8,0.2,0.5,0.4,1.1,3.9,holmeri01
GG Jackson II,20,MEM,PF,8,0,138,9.7,0.477,0.521,0.141,5.5,16.5,11.1,6.7,1.7,1.3,12.7,24.9,-0.2,0.2,0,-0.002,-4.1,-2.4,-6.5,-0.2,3.4,8.9,0.38,1.3,4.6,0.27,2.1,4.3,0.5,0.451,1,1.3,0.8,0.9,2.8,3.6,0.9,0.6,0.3,1.4,1,9,jacksgg01
Elijah Harkless,24,UTA,SG,9,0,135,8.3,0.425,0.714,0.171,7.4,9.6,8.5,8,3.6,0.7,7.4,12.6,0,0.1,0.1,0.031,-5,1.4,-3.6,0,1.2,3.9,0.314,0.8,2.8,0.28,0.4,1.1,0.4,0.414,0.3,0.7,0.5,1,1.3,2.3,0.9,1.1,0.1,0.3,1.9,3.6,harklej01
Duop Reath,28,POR,C,25,0,133,10.1,0.524,0.7,0.2,7.3,10.8,9.1,6.5,0,1.4,6.8,18.5,0.1,0,0.1,0.052,-1.3,-2.8,-4,-0.1,0.8,2,0.38,0.4,1.4,0.314,0.3,0.6,0.533,0.49,0.3,0.4,0.8,0.4,0.5,0.9,0.2,0,0.1,0.2,0.6,2.3,reathdu01
Orlando Robinson,24,2TM,C,15,0,132,9.7,0.469,0.231,0.462,8.3,19.2,13.7,11.8,2.2,2.2,17.6,18.3,-0.1,0.1,0,0.017,-6.2,0.4,-5.8,-0.1,1,2.6,0.385,0.1,0.6,0.111,0.9,2,0.467,0.397,0.9,1.2,0.722,0.7,1.5,2.2,0.8,0.4,0.2,0.7,1.3,2.9,robinor01
Orlando Robinson,24,2TM,C,15,0,132,9.7,0.469,0.231,0.462,8.3,19.2,13.7,11.8,2.2,2.2,17.6,18.3,-0.1,0.1,0,0.017,-6.2,0.4,-5.8,-0.1,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1,0.3,0.1,0.4,0.7,2.1,robinor01
Orlando Robinson,24,2TM,C,15,0,132,9.7,0.469,0.231,0.462,8.3,19.2,13.7,11.8,2.2,2.2,17.6,18.3,-0.1,0.1,0,0.017,-6.2,0.4,-5.8,-0.1,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,1.5,1.8,0.818,1.2,2,3.2,0.5,0.5,0.3,1,2.2,4.2,robinor01
Orlando Robinson,24,SAC,C,9,0,57,12.1,0.473,0.294,0.412,5.8,21.2,13.5,20.5,2.5,1.7,16.6,18,0,0.1,0.1,0.05,-4.1,1.1,-2.9,0,1,2.6,0.385,0.1,0.6,0.111,0.9,2,0.467,0.397,0.9,1.2,0.722,0.7,1.5,2.2,0.8,0.4,0.2,0.7,1.3,2.9,robinor01
Orlando Robinson,24,SAC,C,9,0,57,12.1,0.473,0.294,0.412,5.8,21.2,13.5,20.5,2.5,1.7,16.6,18,0,0.1,0.1,0.05,-4.1,1.1,-2.9,0,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1,0.3,0.1,0.4,0.7,2.1,robinor01
Orlando Robinson,24,SAC,C,9,0,57,12.1,0.473,0.294,0.412,5.8,21.2,13.5,20.5,2.5,1.7,16.6,18,0,0.1,0.1,0.05,-4.1,1.1,-2.9,0,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,1.5,1.8,0.818,1.2,2,3.2,0.5,0.5,0.3,1,2.2,4.2,robinor01
Orlando Robinson,24,TOR,C,6,0,75,7.8,0.466,0.182,0.5,10.2,17.7,13.9,5.2,1.9,2.6,18.3,18.5,-0.1,0.1,0,-0.009,-7.7,-0.2,-8,-0.1,1,2.6,0.385,0.1,0.6,0.111,0.9,2,0.467,0.397,0.9,1.2,0.722,0.7,1.5,2.2,0.8,0.4,0.2,0.7,1.3,2.9,robinor01
Orlando Robinson,24,TOR,C,6,0,75,7.8,0.466,0.182,0.5,10.2,17.7,13.9,5.2,1.9,2.6,18.3,18.5,-0.1,0.1,0,-0.009,-7.7,-0.2,-8,-0.1,0.8,1.9,0.412,0.1,0.6,0.2,0.7,1.3,0.5,0.441,0.4,0.8,0.571,0.3,1.2,1.6,1,0.3,0.1,0.4,0.7,2.1,robinor01
Orlando Robinson,24,TOR,C,6,0,75,7.8,0.466,0.182,0.5,10.2,17.7,13.9,5.2,1.9,2.6,18.3,18.5,-0.1,0.1,0,-0.009,-7.7,-0.2,-8,-0.1,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,1.5,1.8,0.818,1.2,2,3.2,0.5,0.5,0.3,1,2.2,4.2,robinor01
Kobe Bufkin,21,ATL,SG,10,0,124,10.6,0.483,0.404,0.383,4.2,14.3,9.1,18.9,1.1,1.5,12.7,20.7,0,0.1,0,0.019,-3.5,-0.6,-4.1,-0.1,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,bufkiko01
Pat Spencer,28,GSW,PG,18,0,123,13.3,0.435,0.222,0.222,7.5,12.4,9.8,31.1,3.2,1.5,16.8,20.3,0,0.2,0.1,0.05,-1.9,1.9,-0.1,0.1,0.9,2.5,0.378,0.1,0.6,0.2,0.8,1.9,0.429,0.4,0.4,0.6,0.7,0.5,0.8,1.3,1.5,0.4,0.1,0.6,0.4,2.4,spencpa01
Colby Jones,22,SAC,SG,23,0,122,7.5,0.52,0.36,0,5.4,12.6,9,5.1,2,4.8,21.9,11.2,-0.1,0.1,0.1,0.023,-4.6,0.7,-3.9,-0.1,0.5,1.1,0.44,0.2,0.4,0.444,0.3,0.7,0.438,0.52,0,0,,0.3,0.6,0.9,0.2,0.2,0.3,0.3,0.6,1.1,jonesco02
Cam Spencer,24,MEM,SG,10,0,121,11.4,0.589,0.533,0.3,4.5,10.3,7.4,15.7,1.1,0.8,12.8,12.8,0.2,0.1,0.3,0.13,-1.5,0.3,-1.2,0,1.3,3,0.433,0.5,1.6,0.313,0.8,1.4,0.571,0.517,0.9,0.9,1,0.5,1.2,1.7,1.6,0.3,0.1,0.5,1.1,4,spencca01
De'Anthony Melton,26,GSW,SG,6,2,121,13.5,0.539,0.648,0.148,5.1,12.6,8.7,21.2,2.8,1.6,14.8,23.5,0,0.2,0.2,0.072,-1.5,0.6,-0.9,0,3.7,9,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1,2.3,3.3,2.8,1.2,0.3,1.7,3,10.3,meltode01
MarJon Beauchamp,24,MIL,SF,25,0,120,8.5,0.497,0.447,0.255,5.6,21.6,13.8,9.2,1.2,0.8,19.9,23.7,-0.2,0.1,-0.1,-0.045,-4.8,-2,-6.8,-0.1,0.7,1.9,0.383,0.3,0.8,0.333,0.4,1,0.423,0.457,0.4,0.5,0.75,0.2,1,1.2,0.3,0.1,0,0.5,0.4,2.1,beaucma01
Brandon Williams,25,DAL,PG,17,0,120,9.7,0.514,0.375,0.325,1.8,9.7,5.8,21.4,1.2,0,17.9,19.8,0,0.1,0,0.015,-3.3,-1.4,-4.7,-0.1,0.9,2.4,0.4,0.3,0.9,0.333,0.6,1.5,0.44,0.463,0.6,0.8,0.769,0.1,0.6,0.8,1.1,0.2,0,0.6,0.4,2.8,willibr03
Karlo Matković,23,NOP,PF,12,0,118,10.5,0.461,0.217,0.087,12.3,20,16,8.9,2.5,7.1,27.4,11.7,-0.1,0.1,0,0.02,-5.3,0.7,-4.6,-0.1,0.8,1.9,0.391,0.2,0.4,0.4,0.6,1.5,0.389,0.435,0.2,0.2,1,1.2,1.8,2.9,0.7,0.5,0.8,0.8,1.4,1.8,matkoka01
Drew Peterson,25,BOS,PF,13,0,117,11,0.646,0.75,0.292,4.6,19.5,12,9,0.8,1.6,15.6,11.9,0.2,0.2,0.3,0.128,-1.7,1.4,-0.3,0.1,0.8,1.8,0.458,0.5,1.4,0.389,0.3,0.5,0.667,0.604,0.5,0.5,0.857,0.4,1.6,2,0.6,0.2,0.2,0.4,0.9,2.7,peterdr01
Torrey Craig,34,CHI,SF,9,1,113,17.3,0.663,0.778,0.089,7.5,15.4,11.5,6.3,0.8,0.8,0,17.3,0.3,0.1,0.4,0.168,3.4,-1.3,2,0.1,2.4,5,0.489,1.7,3.9,0.429,0.8,1.1,0.7,0.656,0.3,0.4,0.75,0.9,1.9,2.8,0.6,0.2,0.1,0,1.7,6.9,craigto01
Patrick Baldwin Jr.,22,WAS,SF,22,0,101,14.6,0.676,0.636,0.121,5,17.8,11.3,3.1,1.4,1.8,12.6,16.4,0.1,0,0.1,0.066,1.3,-1.8,-0.5,0,0.8,1.5,0.515,0.5,1,0.524,0.3,0.5,0.5,0.682,0.1,0.2,0.5,0.2,0.8,1,0.1,0.1,0.1,0.2,0.2,2.1,baldwpa01
Branden Carlson,25,OKC,C,15,0,95,18.1,0.641,0.8,0.057,5.7,22.1,14,8.5,1,6.4,5.3,16.9,0.2,0.2,0.4,0.225,2.2,1.3,3.5,0.1,1.1,2.3,0.457,0.8,1.9,0.429,0.3,0.5,0.571,0.629,0.1,0.1,1,0.3,1.3,1.7,0.4,0.1,0.4,0.1,0.7,3.1,carlsbr01
Luka Garza,26,MIN,C,18,0,94,17.9,0.569,0.333,0.235,12.1,15.1,13.7,3.8,1.1,1,8.2,28.5,0.1,0.1,0.2,0.105,-2.1,-2.8,-4.9,-0.1,1.4,2.8,0.49,0.3,0.9,0.294,1.1,1.9,0.588,0.539,0.5,0.7,0.75,0.6,0.7,1.3,0.1,0.1,0.1,0.3,0.7,3.6,garzalu01
Jae Crowder,34,SAC,PF,7,2,92,6.7,0.509,0.706,0.353,7.2,13.1,10.1,5.3,1.6,0,16.9,11,0,0.1,0.1,0.038,-3.9,-0.5,-4.4,-0.1,0.9,2.4,0.353,0.4,1.7,0.25,0.4,0.7,0.6,0.441,0.7,0.9,0.833,0.9,1.6,2.4,0.6,0.4,0,0.6,1.4,2.9,crowdja01
Dominick Barlow,21,ATL,SF,13,1,88,10.6,0.483,0.25,0.25,3.5,16.4,9.8,4.6,1.6,3.2,0,14.4,0,0.1,0.1,0.062,-3.1,-0.4,-3.5,0,0.9,2.2,0.429,0.2,0.5,0.286,0.8,1.6,0.476,0.464,0.3,0.5,0.571,0.2,1,1.2,0.2,0.2,0.2,0,0.5,2.3,barlodo01
Isaiah Jackson,23,IND,C,5,1,84,18.5,0.6,0,0.609,14.9,22.3,18.6,8.1,1.7,8.8,14.6,17.6,0.1,0.1,0.3,0.149,-1.1,1.5,0.4,0,2.8,4.6,0.609,0,0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1,0.6,1.6,1,2.8,7,jacksis01
Pacome Dadiet,19,NYK,SG,13,0,83,6.4,0.455,0.7,0.1,0,17.6,9,7.2,0.6,2.2,4.6,11.4,0,0.1,0.1,0.036,-3.9,-1.2,-5.1,-0.1,0.5,1.5,0.3,0.4,1.1,0.357,0.1,0.5,0.167,0.425,0.2,0.2,1,0,1,1,0.4,0.1,0.2,0.1,0.4,1.5,dadiepa01
Bol Bol,25,PHO,PF,13,0,75,15.5,0.616,0.464,0.429,9.2,20,14.8,6.2,0,2.5,17.4,23.8,0,0,0.1,0.04,-0.3,-3,-3.4,0,1.2,2.2,0.536,0.2,1,0.231,0.9,1.2,0.8,0.589,0.6,0.9,0.667,0.5,1.1,1.5,0.2,0,0.2,0.5,0.2,3.2,bolbo01
Jaylen Clark,23,MIN,SG,8,0,75,10.9,0.507,0.435,0.261,7.6,8.7,8.2,7.6,2,0,0,14.9,0.1,0.1,0.2,0.126,-4.5,0,-4.5,0,1.1,2.9,0.391,0.4,1.3,0.3,0.8,1.6,0.462,0.457,0.6,0.8,0.833,0.6,0.8,1.4,0.5,0.4,0,0,1.4,3.3,clarkja02
Taylor Hendricks,21,UTA,PF,3,3,75,7.3,0.354,0.667,0.222,7.4,14.5,11,3.5,3.2,5.1,9.2,12.2,-0.1,0.1,0,-0.001,-4.5,1.3,-3.2,0,1.3,6,0.222,1,4,0.25,0.3,2,0.167,0.306,1,1.3,0.75,1.7,3.3,5,0.7,1.7,1.3,0.7,2.7,4.7,hendrta01
Chris Duarte,27,CHI,SG,17,0,74,16.6,0.61,0.577,0.308,7.1,20.8,14.1,16.6,0,0,3.3,17.2,0.2,0,0.3,0.167,2.2,-1.3,0.9,0.1,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0,0,0.1,0.4,2.1,duartch01
Adam Flagler,25,OKC,SG,17,0,74,-5.9,0.198,0.837,0,4.4,7.1,5.8,0,2.6,1.4,2.3,25.3,-0.5,0.1,-0.4,-0.257,-14.1,-4.7,-18.8,-0.3,0.4,2.5,0.14,0.3,2.1,0.139,0.1,0.4,0.143,0.198,0,0,,0.2,0.3,0.5,0,0.2,0.1,0.1,0.4,1,flaglad01
Jarred Vanderbilt,25,LAL,PF,5,0,74,17.5,0.474,0.25,0.125,17.3,23.8,20.7,10.7,6.6,0,10.6,11.3,0.1,0.2,0.3,0.18,-0.6,4.3,3.8,0.1,1.4,3.2,0.438,0.2,0.8,0.25,1.2,2.4,0.5,0.469,0.2,0.4,0.5,2.2,3.2,5.4,1.2,2,0,0.4,1.8,3.2,vandeja01
Tyler Smith,20,MIL,PF,14,0,70,17,0.604,0.606,0.121,6.3,22.2,14.5,8.9,1.4,4,14.7,25.4,0,0.1,0.1,0.072,1.3,0.1,1.4,0.1,1.1,2.4,0.485,0.6,1.4,0.4,0.6,0.9,0.615,0.606,0.1,0.3,0.5,0.3,1.1,1.4,0.3,0.1,0.2,0.4,0.5,3,smithty02
Damion Lee,32,PHO,SG,12,0,69,11.9,0.465,0.528,0.306,1.7,14,8,15.2,2.9,0,10.9,29.4,-0.1,0.1,-0.1,-0.035,-3.7,-0.4,-4.1,0,1,3,0.333,0.3,1.6,0.158,0.8,1.4,0.529,0.375,0.9,0.9,1,0.1,0.8,0.8,0.6,0.3,0,0.4,0.2,3.2,leeda03
Pete Nance,24,PHI,C,7,0,68,5.4,0.472,0.8,0.133,3.3,14.5,8.6,6,0.7,0,0,10.3,0,0,0.1,0.038,-4.3,-2,-6.3,-0.1,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0,0,1.4,2.1,nancepe01
Mouhamed Gueye,22,ATL,PF,5,2,68,9.8,0.398,0.452,0.032,4.6,19.6,11.9,4.2,3.4,2.7,3.1,19.4,-0.1,0.1,0,-0.013,-3.9,1.7,-2.2,0,2.4,6.2,0.387,0.2,2.8,0.071,2.2,3.4,0.647,0.403,0,0.2,0,0.6,2.4,3,0.4,1,0.4,0.2,0.8,5,gueyemo02
Armel Traoré,22,LAL,SF,9,0,67,3.5,0.317,0.368,0.368,3.5,21.4,12.7,2,2.9,2.7,12,16.5,-0.2,0.1,-0.1,-0.097,-9.4,-0.6,-10.1,-0.1,0.7,2.1,0.316,0,0.8,0,0.7,1.3,0.5,0.316,0.2,0.8,0.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,armeltr01
Garrett Temple,38,TOR,SG,17,0,66,8.1,0.328,0.467,0.267,3.3,13.4,8.3,20.2,4.4,2.9,19.3,13.3,-0.1,0.1,0,-0.001,-5.1,3.5,-1.6,0,0.2,0.9,0.2,0.1,0.4,0.143,0.1,0.5,0.25,0.233,0.2,0.2,1,0.1,0.5,0.6,0.6,0.4,0.1,0.2,0.4,0.6,templga01
Bronny James,20,LAL,SG,16,0,64,0.1,0.258,0.417,0.292,1.8,10.3,6.2,13.8,3.1,2.9,15.6,22.1,-0.3,0.1,-0.3,-0.199,-11.2,-1,-12.2,-0.2,0.3,1.5,0.167,0.1,0.6,0.1,0.2,0.9,0.214,0.188,0.3,0.4,0.714,0.1,0.4,0.4,0.4,0.3,0.1,0.3,0.4,0.9,jamesbr02
Matt Ryan,27,NYK,SF,17,0,62,5.5,0.448,0.593,0.074,0,12.7,6.5,2.1,1.6,0,9.7,21.6,-0.1,0,-0.1,-0.064,-5.6,-2.6,-8.2,-0.1,0.5,1.6,0.333,0.3,0.9,0.313,0.2,0.6,0.364,0.426,0.1,0.1,1,0,0.4,0.4,0.1,0.1,0,0.2,0.1,1.5,ryanma01
Trey Alexander,21,DEN,SG,14,0,62,1.9,0.318,0.5,0.111,0,6.8,3.6,11.1,0.8,1.4,5,13.6,-0.1,0,-0.1,-0.06,-7,-1.5,-8.5,-0.1,0.3,1.3,0.222,0.1,0.6,0.222,0.1,0.6,0.222,0.278,0.1,0.1,1,0,0.3,0.3,0.4,0.1,0.1,0.1,0.4,0.9,alexatr01
Stanley Umude,25,MIL,SG,19,0,60,3.2,0.276,0.55,0.2,7.4,17.3,12.5,4.1,2.4,3.1,8.4,17.2,-0.2,0.1,-0.1,-0.094,-8,-1.2,-9.2,-0.1,0.2,1.1,0.2,0.1,0.6,0.182,0.1,0.5,0.222,0.25,0.1,0.2,0.5,0.2,0.5,0.7,0.1,0.2,0.1,0.1,0.3,0.6,umudest01
Yuki Kawamura,23,MEM,PG,18,0,58,9.9,0.508,0.714,0.286,0,12.5,6.4,27.7,0.8,0,14.5,19,0,0.1,0.1,0.078,-3.5,-0.7,-4.2,0,0.4,1.2,0.381,0.2,0.8,0.267,0.2,0.3,0.667,0.476,0.2,0.3,0.667,0,0.4,0.4,0.7,0.1,0,0.2,0.4,1.3,kawamyu01
Joe Ingles,37,MIN,SF,12,0,58,6.3,0.556,0.556,0,3.9,3.8,3.9,29.7,0.9,0,35.7,10.5,0,0,0.1,0.054,-4.2,0.1,-4.1,0,0.3,0.8,0.444,0.2,0.4,0.4,0.2,0.3,0.5,0.556,0,0,,0.2,0.2,0.3,1.1,0.1,0,0.4,0.7,0.8,inglejo01
Jazian Gortman,21,DAL,PG,16,0,57,6.6,0.485,0.478,0.174,1.9,7.4,4.7,14.7,1.7,1.5,16.8,22.2,-0.1,0,0,-0.04,-5.3,-0.9,-6.2,-0.1,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,gortmja01
Liam Robbins,25,MIL,C,13,0,57,2.7,0.363,0.25,1.25,13.6,9.1,11.3,4.2,1.7,3.3,32.6,14.1,-0.1,0.1,-0.1,-0.068,-9.4,-1.5,-10.8,-0.1,0.2,0.6,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.4,0.8,0.5,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,robbili01
Keshad Johnson,23,MIA,SF,10,0,57,11.2,0.546,0.333,0.5,3.9,28.2,16.2,7.6,0.9,6.7,17,13.7,0,0.1,0.1,0.052,-4,0.6,-3.4,0,0.7,1.2,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.1,0.6,0.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,johnske10
Dariq Whitehead,20,BRK,SF,8,0,56,18.1,0.684,0.84,0.12,2,8.6,5.2,3.2,2.7,1.8,10.2,23.1,0,0,0.1,0.082,5.9,0.3,6.2,0.1,1.5,3.1,0.48,1.4,2.6,0.524,0.1,0.5,0.25,0.7,0.1,0.4,0.333,0.1,0.5,0.6,0.1,0.4,0.1,0.4,0.3,4.5,whiteda01
Chris Livingston,21,MIL,SF,11,1,55,8.9,0.448,0.308,0.462,12.1,24.5,18.5,2.3,3.5,0,24.2,16.3,-0.1,0.1,0,0,-5.7,-0.5,-6.3,-0.1,0.5,1.2,0.385,0,0.4,0,0.5,0.8,0.556,0.385,0.4,0.5,0.667,0.5,1.2,1.7,0.1,0.4,0,0.5,0.4,1.3,livinch01
Dante Exum,29,DAL,PG,3,2,55,14.3,0.525,0.231,0.308,2,7.7,4.9,22.2,2.6,0,11.9,25.9,0,0,0.1,0.054,-3.1,-0.4,-3.5,0,4,8.7,0.462,0.3,2,0.167,3.7,6.7,0.55,0.481,2,2.7,0.75,0.3,1.3,1.7,2.7,1,0,1.3,2,10.3,exumda01
Sidy Cissoko,20,SAS,SF,17,0,54,11.3,0.533,0.389,0.333,5.9,13.4,9.8,16.3,0.9,0,8.8,17.9,0,0,0.1,0.052,-1.7,-1,-2.7,0,0.5,1.1,0.5,0.2,0.4,0.429,0.4,0.6,0.545,0.583,0.1,0.4,0.167,0.2,0.4,0.6,0.4,0.1,0,0.1,0.4,1.3,cissosi01
Baylor Scheierman,24,BOS,SG,9,0,54,3,0.252,0.706,0.118,4,22.2,13,9.3,1.8,0,0,14.4,-0.1,0.1,0,-0.03,-9,0.1,-8.9,-0.1,0.3,1.9,0.176,0.1,1.3,0.083,0.2,0.6,0.4,0.206,0.2,0.2,1,0.2,1.2,1.4,0.4,0.2,0,0,0.7,1,scheiba01
Kylor Kelley,27,DAL,C,4,1,54,16.9,0.773,0,0.667,14.3,21.5,18,2.5,0,3.3,7.9,10,0.2,0,0.2,0.2,-1.3,-2.2,-3.5,0,1.8,2.3,0.778,0,0,,1.8,2.3,0.778,0.778,1,1.5,0.667,1.8,2.8,4.5,0.3,0,0.5,0.3,1.5,4.5,kelleky01
Alex Ducas,24,OKC,SG,11,0,51,11.1,0.588,0.765,0,6.4,14.4,10.4,2.5,0.9,0,5.6,15,0.1,0.1,0.1,0.131,-0.6,-0.7,-1.3,0,0.6,1.5,0.412,0.5,1.2,0.462,0.1,0.4,0.25,0.588,0,0,,0.3,0.6,0.9,0.1,0.1,0,0.1,0.4,1.8,ducasal01
